-0.094189,0.178,-0.32685,-0.0019023,-0.13295,0.24367,-0.064414,0.0080349,0.21573,0.11552
0.24024,0.076512,0.27021,0.076287,-0.047229,-0.25251,-0.204,-0.047862,0.11402,-0.037976
-0.12657,-0.017361,0.37873,-0.058303,0.11913,0.13258,0.25649,-0.068344,-0.10961,-0.24042
0.079171,0.026416,-0.065581,-0.069722,0.19154,-0.13583,0.15299,0.11293,-0.20574,0.091844
-0.13583,0.066088,0.077748,0.36628,-0.32542,-0.010266,-0.00016042,0.00092418,0.2096,-0.13969
-0.019383,-0.028001,-0.057883,0.01386,0.15192,-0.084587,0.15148,0.19137,-0.064041,-0.23399
-0.14848,-0.056092,0.10616,-0.00033358,-0.0014843,-0.21056,0.21556,0.26406,-0.035791,-0.08407
-0.02786,-0.00031898,0.029589,0.20129,-0.083438,0.099812,0.020097,-0.083591,0.12596,-0.092626
-0.12631,0.1562,0.078875,0.032644,-0.11213,0.014387,0.0088358,0.23988,-0.24754,-0.083022
0.053602,0.072102,-0.071443,0.059447,0.11812,-0.016032,0.10374,0.0078814,0.0475,-0.037608
0.13773,-0.10803,-0.13905,-0.14279,0.0050066,-0.11668,-0.11773,0.18884,-0.10619,-0.015931
0.12383,-0.13624,-0.14277,0.11935,-0.11531,-0.18791,0.14083,0.097162,-0.13198,0.070453
-0.012981,-0.058031,0.081769,-0.13636,-0.11562,-0.041929,-0.050808,-0.11062,0.1244,-0.09653
0.19983,-0.035972,-0.079686,0.0098902,0.012398,-0.10761,0.036906,-0.084422,0.039653,0.14163
-0.020424,0.10832,-0.11116,-0.17567,-0.057464,0.20882,-0.050125,-0.078337,0.010753,0.020276
0.2034,-0.28011,-0.20077,0.25671,0.17288,0.23167,-0.11102,-0.20446,0.012809,-0.035871
0.30569,-0.23407,-0.31073,-0.015597,-0.10991,-0.052325,0.11936,0.28145,-0.027996,0.21388
0.16515,-0.14813,-0.0082171,-0.034733,-0.085149,0.094704,0.1072,0.18421,-0.16139,-0.23914
-0.078003,0.2422,0.13057,0.28307,-0.12716,-0.17025,-0.019478,0.20791,-0.23443,-0.19813
0.2492,0.046846,0.20206,-0.051155,0.012895,-0.20847,0.034445,-0.13838,-0.11199,-0.060126
0.071217,0.095999,0.067439,-0.071029,0.29673,0.055694,0.0021019,0.075033,-0.26415,-0.1259
-0.1011,0.20704,0.2791,-0.0344,-0.092527,0.061217,-0.097092,0.22624,-0.2377,0.01146
-0.14864,0.25398,-0.050824,-0.15273,0.12809,0.048776,-0.19314,0.1384,-0.1424,0.01319
0.17792,0.076837,-0.05443,0.043099,-0.091961,-0.23383,0.081948,-0.18853,0.065785,-0.20021
-0.19501,-0.046344,0.14504,0.34471,-0.1314,0.20567,-0.20679,-0.12462,-0.087011,-0.038375
0.044009,-0.14055,-0.24485,-0.12042,-0.14475,0.40011,0.41272,-0.064147,-0.056611,-0.1977
-0.043738,0.11673,-0.084843,0.30077,-0.18151,0.33372,0.015605,-0.26964,-0.27512,-0.033131
-0.0031401,-0.086074,0.024595,-0.025726,-0.053991,-0.22508,0.050268,-0.070318,0.30643,0.28762
-0.047295,0.10217,0.16822,-0.14645,-0.074168,-0.10037,0.054796,-0.042621,0.1122,0.043094
-0.16152,-0.30867,0.11428,0.29559,-0.0079448,0.26051,0.1676,-0.08277,0.16465,-0.14817
0.015536,0.32574,-0.1581,-0.19816,0.047223,0.047757,-0.12579,0.0061734,-0.18584,-0.16031
-0.074151,0.06887,0.34918,-0.10972,-0.16385,-0.09459,-0.15534,0.32891,0.23251,-0.30532
0.16757,-0.1873,0.11314,0.078504,0.15898,0.028867,-0.3049,0.089963,-0.27375,0.20752
0.11485,-0.072268,-0.10705,0.10017,0.17293,0.17357,-0.059108,0.13085,-0.12556,0.03612
-0.021512,0.029863,-0.051716,0.034128,0.059724,0.39992,-0.18009,0.29771,-0.065678,-0.13688
-0.098376,0.10001,-0.024955,0.093212,0.19286,-0.091013,-0.12902,0.097017,0.012893,-0.029289
0.1146,-0.10012,-0.23793,-0.0085482,0.047578,0.15115,-0.12573,0.097147,-0.11881,0.11891
0.18597,-0.030088,0.26366,-0.061563,-0.053096,-0.21451,-0.070872,-0.15037,0.12295,-0.010236
-0.052944,0.10766,0.064034,0.30164,0.055396,-0.17981,0.0049237,0.10184,-0.15437,0.014373
-0.05445,-0.064148,-0.12831,0.092152,-0.017079,-0.093272,0.046989,0.13381,0.087835,0.02755
0.16686,0.11571,-0.066678,-0.13141,0.072064,0.14262,-0.1259,-0.077049,-0.11308,-0.081834
-0.029358,-0.19143,0.0049952,0.050248,-0.20511,0.12198,-0.0032067,0.15112,0.11735,0.16546
-0.021118,-0.077639,0.077359,0.095935,-0.043651,0.0035402,0.088205,-0.19544,-0.14557,0.10267
-0.03656,0.28872,-0.082895,0.051309,0.14967,-0.0057396,-0.19877,0.22487,-0.012927,-0.11613
0.17962,-0.014834,0.17527,-0.23322,-0.1469,-0.26138,-0.13332,0.27416,-0.022246,0.25785
-0.11027,0.03462,-0.2694,0.020807,-0.24465,0.15874,0.14419,0.03544,0.24407,0.094478
-0.043928,0.16937,-0.15497,-0.35003,0.0042274,-0.063301,0.24713,0.13709,0.16515,-0.20979
0.013812,0.037974,-0.0951,-0.13946,-0.079117,-0.099096,0.089555,-0.027084,-0.040755,-0.010539
-0.081741,-0.076227,-0.04352,0.072231,0.084827,0.025315,0.025492,-0.0095196,0.010098,0.059648
-0.010315,0.32028,-0.1181,-0.19858,-0.066213,0.12306,0.086615,-0.0031518,-0.057744,-0.06082
-0.24633,0.32735,-0.095007,0.15379,0.18575,-0.18814,-0.27534,0.1318,0.12087,-0.11371
0.15035,-0.22056,0.24661,-0.15062,-0.28836,0.37968,-0.1166,-0.13214,-0.041472,-0.052875
-0.12678,-0.22462,0.20026,-0.26579,0.42203,-0.085565,-0.20925,-0.045818,0.050655,0.11188
-0.00075423,0.14558,-0.0021647,0.040298,0.12869,-0.10928,-0.050992,0.010585,-0.10646,-0.073964
-0.1943,0.21548,-0.29872,0.12563,-0.012025,0.001922,0.10097,0.089572,-0.11034,0.20845
0.053438,0.028253,-0.12017,0.084182,-0.06281,-0.092305,-0.14794,0.094486,0.15771,-0.0076272
0.32719,-0.13544,0.13777,0.012942,-0.16838,-0.099886,0.38176,-0.094504,-0.20323,-0.11268
-0.19853,0.13796,-0.11161,0.22824,-0.20721,-0.12032,-0.0065439,0.25931,-0.25076,0.014947
0.061772,0.089216,0.013142,-0.011645,0.1121,-0.119,0.052791,-0.12912,-0.10096,-0.10412
0.13316,0.084324,0.041167,-0.085615,-0.091969,0.011001,0.19175,-0.089459,-0.10456,-0.15603
-0.067055,-0.39154,-0.13461,0.38701,-0.14601,0.20833,-0.049469,0.054709,0.21267,0.14975
-0.11098,-0.11147,0.0026108,0.0952,-0.11381,-0.0012623,-0.041352,0.0027074,-0.067562,0.052626
-0.13073,-0.22357,0.21183,-0.090426,-0.052694,-0.086389,-0.22993,0.12005,-0.17897,0.42852
-0.033985,0.077403,0.23103,-0.040178,0.072627,0.12002,-0.080648,-0.050675,-0.21047,-0.17905
-0.015709,-0.0021711,0.032889,-0.086799,0.020015,0.12617,0.11646,-0.071445,-0.02991,-0.12377
-0.16296,0.036224,0.016706,-0.0048301,-0.067387,-0.097052,0.24482,-0.1809,-0.11363,0.1395
0.1616,0.067612,-0.023812,0.016916,-0.15411,-0.040329,0.079858,-0.28369,-0.18962,0.08549
-0.045622,-0.040186,-0.10142,0.026674,-0.14165,0.032642,-0.054219,-0.0092877,0.2374,0.12506
-0.016583,-0.11081,0.077652,0.037949,-0.058728,0.22844,-0.18839,0.29397,-0.15253,0.10117
-0.19048,0.16591,-0.17112,0.183,0.33312,-0.30769,-0.20731,-0.26523,0.14684,0.44846
-0.2463,-0.081376,-0.34598,-0.29597,0.1195,0.25085,0.22288,-0.35342,0.18232,0.18124
-0.1041,0.057515,-0.16633,-0.16513,0.53598,0.035485,-0.015425,-0.20842,-0.168,0.38977
0.057692,-0.086522,-0.062788,-0.079347,-0.0076829,-0.014363,-0.00759,-0.075412,-0.072676,-0.024883
0.14705,0.051849,-0.070959,-0.10156,-0.051037,0.095619,-0.054833,-0.15122,0.08333,0.081788
-0.10226,0.24942,0.29253,-0.27016,-0.1698,-0.032171,0.20866,-0.2481,-0.012281,-0.14468
0.15204,-0.0032603,-0.039431,-0.35272,-0.0064758,-0.18573,0.025707,-0.092908,0.13948,-0.20969
-0.24321,-0.23387,-0.01416,-0.11337,0.40271,-0.29571,0.020639,0.20233,0.20033,-0.19374
-0.031187,-0.038009,0.36184,0.23747,-0.18763,-0.18034,-0.14555,-0.051633,0.37859,-0.30847
0.14517,0.11365,0.03891,-0.0018859,-0.0078691,-0.052107,-0.03205,0.14466,0.067694,0.13076
-0.033024,0.078537,0.041801,0.02919,-0.21033,-0.069704,-0.069783,0.1988,-0.042268,0.22702
0.31674,0.0068921,-0.095775,-0.16447,0.059608,-0.046035,0.091561,-0.14431,0.20916,-0.06397
-0.076789,-0.10902,-0.0060613,-0.096125,-0.20337,0.18233,0.054513,-0.31628,0.49399,-0.026811
-0.072925,-0.15136,0.046656,0.20069,-0.10352,-0.23767,0.068723,-0.23315,0.3218,0.10277
-0.11643,-0.088165,0.003931,-0.01229,-0.093147,0.0449,0.11689,-0.0064194,0.096508,0.10122
